country_region,date,value
Maldives,2020-12-27,13644
Mali,2020-12-27,6629
Malta,2020-12-27,12325
Marshall Islands,2020-12-27,4
Mauritania,2020-12-27,13642
Mauritius,2020-12-27,527
Mexico,2020-12-27,1383434
Micronesia,2020-12-27,0
Moldova,2020-12-27,141355
Monaco,2020-12-27,797
Mongolia,2020-12-27,1137
Montenegro,2020-12-27,46694
Morocco,2020-12-27,432079
Mozambique,2020-12-27,18265
Namibia,2020-12-27,21923
Nepal,2020-12-27,258181
Netherlands,2020-12-27,5305
Netherlands,2020-12-27,182
Netherlands,2020-12-27,4144
Netherlands,2020-12-27,1393
Netherlands,2020-12-27,762985
New Zealand,2020-12-27,0
New Zealand,2020-12-27,2144
Nicaragua,2020-12-27,5991
Niger,2020-12-27,3110
Nigeria,2020-12-27,84414
North Macedonia,2020-12-27,81721
Norway,2020-12-27,47059
Oman,2020-12-27,128472
Pakistan,2020-12-27,473309
Palau,2020-12-27,0
Panama,2020-12-27,231357
Papua New Guinea,2020-12-27,780
Paraguay,2020-12-27,104422
Peru,2020-12-27,1005546
Philippines,2020-12-27,469886
Poland,2020-12-27,1257799
Portugal,2020-12-27,394573
Qatar,2020-12-27,143062
Romania,2020-12-27,615809
Russia,2020-12-27,3019972
Rwanda,2020-12-27,7970
Saint Kitts and Nevis,2020-12-27,32
Saint Lucia,2020-12-27,305
Saint Vincent and the Grenadines,2020-12-27,109
Samoa,2020-12-27,2
San Marino,2020-12-27,2231
Sao Tome and Principe,2020-12-27,1014
Saudi Arabia,2020-12-27,362220
Senegal,2020-12-27,18609
Serbia,2020-12-27,326060
Seychelles,2020-12-27,205
Sierra Leone,2020-12-27,2560
Singapore,2020-12-27,58524
Slovakia,2020-12-27,167523
Slovenia,2020-12-27,114806
Solomon Islands,2020-12-27,17
Somalia,2020-12-27,4690
South Africa,2020-12-27,1004413
South Sudan,2020-12-27,3490
Spain,2020-12-27,1854951
Sri Lanka,2020-12-27,41054
Sudan,2020-12-27,24694
Summer Olympics 2020,2020-12-27,0
Suriname,2020-12-27,5978
Sweden,2020-12-27,396048
Switzerland,2020-12-27,428197
Syria,2020-12-27,11033
Taiwan*,2020-12-27,785
Tajikistan,2020-12-27,13205
Tanzania,2020-12-27,509
Thailand,2020-12-27,6285
Timor-Leste,2020-12-27,41
Togo,2020-12-27,3555
Trinidad and Tobago,2020-12-27,7112
Tunisia,2020-12-27,131592
Turkey,2020-12-27,2147578
US,2020-12-27,19256383
Uganda,2020-12-27,33811
Ukraine,2020-12-27,1056265
United Arab Emirates,2020-12-27,201836
United Kingdom,2020-12-27,12
United Kingdom,2020-12-27,581
United Kingdom,2020-12-27,86
United Kingdom,2020-12-27,318
United Kingdom,2020-12-27,2960
United Kingdom,2020-12-27,29
United Kingdom,2020-12-27,1661
United Kingdom,2020-12-27,374
United Kingdom,2020-12-27,13
United Kingdom,2020-12-27,4
United Kingdom,2020-12-27,849
United Kingdom,2020-12-27,2288345
Uruguay,2020-12-27,16728
Uzbekistan,2020-12-27,76751
Vanuatu,2020-12-27,1
Venezuela,2020-12-27,112316
Vietnam,2020-12-27,1441
West Bank and Gaza,2020-12-27,133093
Yemen,2020-12-27,2094
Zambia,2020-12-27,19834
Zimbabwe,2020-12-27,13077
Afghanistan,2020-12-28,51280
Albania,2020-12-28,56572
Algeria,2020-12-28,98631
Andorra,2020-12-28,7875
Angola,2020-12-28,17296
Antigua and Barbuda,2020-12-28,158
Argentina,2020-12-28,1590513
Armenia,2020-12-28,157948
Australia,2020-12-28,118
Australia,2020-12-28,4881
Australia,2020-12-28,74
Australia,2020-12-28,1248
Australia,2020-12-28,572
Australia,2020-12-28,234
Australia,2020-12-28,20364
Australia,2020-12-28,858
Austria,2020-12-28,353484
Azerbaijan,2020-12-28,215483
Bahamas,2020-12-28,7834
Bahrain,2020-12-28,91935
Bangladesh,2020-12-28,510080
Barbados,2020-12-28,365
Belarus,2020-12-28,188588
Belgium,2020-12-28,639734
Belize,2020-12-28,10591
Benin,2020-12-28,3205
Bhutan,2020-12-28,623
Bolivia,2020-12-28,155594
Bosnia and Herzegovina,2020-12-28,109911
Botswana,2020-12-28,14025
Brazil,2020-12-28,7504833
Brunei,2020-12-28,152
Bulgaria,2020-12-28,198053
Burkina Faso,2020-12-28,6344
Burma,2020-12-28,122534
Burundi,2020-12-28,804
Cabo Verde,2020-12-28,11723
Cambodia,2020-12-28,364
Cameroon,2020-12-28,26277
Canada,2020-12-28,98269
Canada,2020-12-28,48609
Canada,2020-12-28,0
Canada,2020-12-28,13
Canada,2020-12-28,24252
Canada,2020-12-28,593
Canada,2020-12-28,389
Canada,2020-12-28,24
Canada,2020-12-28,1478
Canada,2020-12-28,266
Canada,2020-12-28,176814
Canada,2020-12-28,94
Canada,2020-12-28,197468
Canada,2020-12-28,13
Canada,2020-12-28,14814
Canada,2020-12-28,60
Central African Republic,2020-12-28,4948
Chad,2020-12-28,2015
Chile,2020-12-28,602028
China,2020-12-28,993
China,2020-12-28,979
China,2020-12-28,590
China,2020-12-28,509
China,2020-12-28,182
China,2020-12-28,2040
China,2020-12-28,264
China,2020-12-28,147
China,2020-12-28,171
China,2020-12-28,373
China,2020-12-28,961
China,2020-12-28,1299
China,2020-12-28,8671
China,2020-12-28,68149
China,2020-12-28,1021
China,2020-12-28,359
China,2020-12-28,684
China,2020-12-28,935
China,2020-12-28,157
China,2020-12-28,337
China,2020-12-28,46
China,2020-12-28,75
China,2020-12-28,18
China,2020-12-28,505
China,2020-12-28,861
China,2020-12-28,1498
China,2020-12-28,224
China,2020-12-28,851
China,2020-12-28,306
China,2020-12-28,1
China,2020-12-28,0
China,2020-12-28,980
China,2020-12-28,229
China,2020-12-28,1305
Colombia,2020-12-28,1603807
Comoros,2020-12-28,715
Congo (Brazzaville),2020-12-28,6908
Congo (Kinshasa),2020-12-28,16917
Costa Rica,2020-12-28,165762
Cote d'Ivoire,2020-12-28,22176
Croatia,2020-12-28,205246
Cuba,2020-12-28,11434
Cyprus,2020-12-28,20408
Czechia,2020-12-28,674340
Denmark,2020-12-28,582
Denmark,2020-12-28,26
Denmark,2020-12-28,155826
Diamond Princess,2020-12-28,712
Djibouti,2020-12-28,5813
Dominica,2020-12-28,88
Dominican Republic,2020-12-28,167405
Ecuador,2020-12-28,209758
Egypt,2020-12-28,133900
El Salvador,2020-12-28,45415
Equatorial Guinea,2020-12-28,5248
Eritrea,2020-12-28,1039
Estonia,2020-12-28,25808
Eswatini,2020-12-28,8687
Ethiopia,2020-12-28,123145
Fiji,2020-12-28,46
Finland,2020-12-28,35137
France,2020-12-28,12779
France,2020-12-28,16696
France,2020-12-28,8620
France,2020-12-28,6072
France,2020-12-28,5767
France,2020-12-28,38
France,2020-12-28,8909
France,2020-12-28,184
France,2020-12-28,15
France,2020-12-28,961
France,2020-12-28,0
France,2020-12-28,2559575
Gabon,2020-12-28,9510
Gambia,2020-12-28,3793
Georgia,2020-12-28,222143
Germany,2020-12-28,1672643
Ghana,2020-12-28,54503
Greece,2020-12-28,135931
Grenada,2020-12-28,124
Guatemala,2020-12-28,135441
Guinea,2020-12-28,13688
Guinea-Bissau,2020-12-28,2447
Guyana,2020-12-28,6298
Haiti,2020-12-28,9958
Holy See,2020-12-28,27
Honduras,2020-12-28,119713
Hungary,2020-12-28,316669
Iceland,2020-12-28,5726
India,2020-12-28,10224303
Indonesia,2020-12-28,719219
Iran,2020-12-28,1206373
Iraq,2020-12-28,592528
Ireland,2020-12-28,86894
Israel,2020-12-28,407285
Italy,2020-12-28,2056277
Jamaica,2020-12-28,12732
Japan,2020-12-28,223786
Jordan,2020-12-28,289748
Kazakhstan,2020-12-28,198659
Kenya,2020-12-28,95992
Kiribati,2020-12-28,0
"Korea, South",2020-12-28,58725
Kosovo,2020-12-28,50801
Kuwait,2020-12-28,149857
Kyrgyzstan,2020-12-28,80535
Laos,2020-12-28,41
Latvia,2020-12-28,36838
Lebanon,2020-12-28,172820
Lesotho,2020-12-28,2956
Liberia,2020-12-28,1779
Libya,2020-12-28,98913
Liechtenstein,2020-12-28,2038
Lithuania,2020-12-28,133395
Luxembourg,2020-12-28,45849
MS Zaandam,2020-12-28,9
Madagascar,2020-12-28,17714
Malawi,2020-12-28,6377
Malaysia,2020-12-28,106690
Maldives,2020-12-28,13660
Mali,2020-12-28,6703
Malta,2020-12-28,12426
Marshall Islands,2020-12-28,4
Mauritania,2020-12-28,13778
Mauritius,2020-12-28,527
Mexico,2020-12-28,1389430
Micronesia,2020-12-28,0
Moldova,2020-12-28,141924
Monaco,2020-12-28,801
Mongolia,2020-12-28,1175
Montenegro,2020-12-28,46969
Morocco,2020-12-28,433029
Mozambique,2020-12-28,18310
Namibia,2020-12-28,22287
Nepal,2020-12-28,258840
Netherlands,2020-12-28,5323
Netherlands,2020-12-28,182
Netherlands,2020-12-28,4151
Netherlands,2020-12-28,1411
Netherlands,2020-12-28,770400
New Zealand,2020-12-28,0
New Zealand,2020-12-28,2151
Nicaragua,2020-12-28,5991
Niger,2020-12-28,3159
Nigeria,2020-12-28,84811
North Macedonia,2020-12-28,81804
Norway,2020-12-28,47585
Oman,2020-12-28,128563
Pakistan,2020-12-28,475085
Palau,2020-12-28,0
Panama,2020-12-28,233705
Papua New Guinea,2020-12-28,780
Paraguay,2020-12-28,105374
Peru,2020-12-28,1007657
Philippines,2020-12-28,470650
Poland,2020-12-28,1261010
Portugal,2020-12-28,396666
Qatar,2020-12-28,143222
Romania,2020-12-28,618429
Russia,2020-12-28,3047335
Rwanda,2020-12-28,8021
Saint Kitts and Nevis,2020-12-28,32
Saint Lucia,2020-12-28,331
Saint Vincent and the Grenadines,2020-12-28,109
Samoa,2020-12-28,2
San Marino,2020-12-28,2275
Sao Tome and Principe,2020-12-28,1014
Saudi Arabia,2020-12-28,362339
Senegal,2020-12-28,18728
Serbia,2020-12-28,328619
Seychelles,2020-12-28,217
Sierra Leone,2020-12-28,2560
Singapore,2020-12-28,58529
Slovakia,2020-12-28,168092
Slovenia,2020-12-28,115327
Solomon Islands,2020-12-28,17
Somalia,2020-12-28,4690
South Africa,2020-12-28,1011871
South Sudan,2020-12-28,3491
Spain,2020-12-28,1879413
Sri Lanka,2020-12-28,41603
Sudan,2020-12-28,24888
Summer Olympics 2020,2020-12-28,0
Suriname,2020-12-28,6013
Sweden,2020-12-28,396048
Switzerland,2020-12-28,438284
Syria,2020-12-28,11138
Taiwan*,2020-12-28,793
Tajikistan,2020-12-28,13237
Tanzania,2020-12-28,509
Thailand,2020-12-28,6440
Timor-Leste,2020-12-28,44
Togo,2020-12-28,3576
Trinidad and Tobago,2020-12-28,7115
Tunisia,2020-12-28,133204
Turkey,2020-12-28,2162775
US,2020-12-28,19430535
Uganda,2020-12-28,33973
Ukraine,2020-12-28,1061074
United Arab Emirates,2020-12-28,202863
United Kingdom,2020-12-28,13
United Kingdom,2020-12-28,581
United Kingdom,2020-12-28,86
United Kingdom,2020-12-28,318
United Kingdom,2020-12-28,2989
United Kingdom,2020-12-28,29
United Kingdom,2020-12-28,1706
United Kingdom,2020-12-28,374
United Kingdom,2020-12-28,13
United Kingdom,2020-12-28,4
United Kingdom,2020-12-28,849
United Kingdom,2020-12-28,2329730
Uruguay,2020-12-28,17306
Uzbekistan,2020-12-28,76832
Vanuatu,2020-12-28,1
Venezuela,2020-12-28,112636
Vietnam,2020-12-28,1451
West Bank and Gaza,2020-12-28,134310
Yemen,2020-12-28,2096
Zambia,2020-12-28,19943
Zimbabwe,2020-12-28,13148
Afghanistan,2020-12-29,51350
Albania,2020-12-29,57146
Algeria,2020-12-29,98988
Andorra,2020-12-29,7919
Angola,2020-12-29,17371
Antigua and Barbuda,2020-12-29,158
Argentina,2020-12-29,1602163
Armenia,2020-12-29,158296
Australia,2020-12-29,118
Australia,2020-12-29,4906
Australia,2020-12-29,74
Australia,2020-12-29,1250
Australia,2020-12-29,575
Australia,2020-12-29,234
Australia,2020-12-29,20365
Australia,2020-12-29,859
Austria,2020-12-29,355352
Azerbaijan,2020-12-29,216584
Bahamas,2020-12-29,7846
Bahrain,2020-12-29,92169
Bangladesh,2020-12-29,511261
Barbados,2020-12-29,371
Belarus,2020-12-29,190404
Belgium,2020-12-29,641411
Belize,2020-12-29,10668
Benin,2020-12-29,3205
Bhutan,2020-12-29,636
Bolivia,2020-12-29,156887
Bosnia and Herzegovina,2020-12-29,110454
Botswana,2020-12-29,14025
Brazil,2020-12-29,7563551
Brunei,2020-12-29,152
Bulgaria,2020-12-29,199491
Burkina Faso,2020-12-29,6537
Burma,2020-12-29,123153
Burundi,2020-12-29,809
Cabo Verde,2020-12-29,11752
Cambodia,2020-12-29,364
Cameroon,2020-12-29,26277
Canada,2020-12-29,99141
Canada,2020-12-29,50815
Canada,2020-12-29,0
Canada,2020-12-29,13
Canada,2020-12-29,24385
Canada,2020-12-29,595
Canada,2020-12-29,390
Canada,2020-12-29,24
Canada,2020-12-29,1480
Canada,2020-12-29,266
Canada,2020-12-29,179198
Canada,2020-12-29,94
Canada,2020-12-29,200327
Canada,2020-12-29,13
Canada,2020-12-29,15022
Canada,2020-12-29,60
Central African Republic,2020-12-29,4961
Chad,2020-12-29,2048
Chile,2020-12-29,603986
China,2020-12-29,993
China,2020-12-29,980
China,2020-12-29,590
China,2020-12-29,511
China,2020-12-29,182
China,2020-12-29,2041
China,2020-12-29,264
China,2020-12-29,147
China,2020-12-29,171
China,2020-12-29,373
China,2020-12-29,962
China,2020-12-29,1299
China,2020-12-29,8724
China,2020-12-29,68149
China,2020-12-29,1021
China,2020-12-29,361
China,2020-12-29,684
China,2020-12-29,935
China,2020-12-29,157
China,2020-12-29,342
China,2020-12-29,46
China,2020-12-29,75
China,2020-12-29,18
China,2020-12-29,505
China,2020-12-29,862
China,2020-12-29,1505
China,2020-12-29,224
China,2020-12-29,851
China,2020-12-29,309
China,2020-12-29,1
China,2020-12-29,0
China,2020-12-29,980
China,2020-12-29,229
China,2020-12-29,1306
Colombia,2020-12-29,1614822
Comoros,2020-12-29,765
Congo (Brazzaville),2020-12-29,6908
Congo (Kinshasa),2020-12-29,17182
Costa Rica,2020-12-29,166799
Cote d'Ivoire,2020-12-29,22250
Croatia,2020-12-29,206596
Cuba,2020-12-29,11601
Cyprus,2020-12-29,21315
Czechia,2020-12-29,685202
Denmark,2020-12-29,601
Denmark,2020-12-29,26
Denmark,2020-12-29,158447
Diamond Princess,2020-12-29,712
Djibouti,2020-12-29,5813
Dominica,2020-12-29,88
Dominican Republic,2020-12-29,168265
Ecuador,2020-12-29,210326
Egypt,2020-12-29,135233
El Salvador,2020-12-29,45684
Equatorial Guinea,2020-12-29,5248
Eritrea,2020-12-29,1220
Estonia,2020-12-29,26283
Eswatini,2020-12-29,8934
Ethiopia,2020-12-29,123388
Fiji,2020-12-29,49
Finland,2020-12-29,35420
France,2020-12-29,12832
France,2020-12-29,16795
France,2020-12-29,8620
France,2020-12-29,6072
France,2020-12-29,5890
France,2020-12-29,38
France,2020-12-29,8936
France,2020-12-29,184
France,2020-12-29,15
France,2020-12-29,961
France,2020-12-29,0
France,2020-12-29,2570767
Gabon,2020-12-29,9510
Gambia,2020-12-29,3797
Georgia,2020-12-29,224155
Germany,2020-12-29,1692109
Ghana,2020-12-29,54681
Greece,2020-12-29,136976
Grenada,2020-12-29,127
Guatemala,2020-12-29,136287
Guinea,2020-12-29,13688
Guinea-Bissau,2020-12-29,2452
Guyana,2020-12-29,6301
Haiti,2020-12-29,9958
Holy See,2020-12-29,27
Honduras,2020-12-29,120912
Hungary,2020-12-29,317571
Iceland,2020-12-29,5736
India,2020-12-29,10244852
Indonesia,2020-12-29,727122
Iran,2020-12-29,1212481
Iraq,2020-12-29,593541
Ireland,2020-12-29,88439
Israel,2020-12-29,412398
Italy,2020-12-29,2067487
Jamaica,2020-12-29,12752
Japan,2020-12-29,227415
Jordan,2020-12-29,291393
Kazakhstan,2020-12-29,199555
Kenya,2020-12-29,96139
Kiribati,2020-12-29,0
"Korea, South",2020-12-29,59773
Kosovo,2020-12-29,50910
Kuwait,2020-12-29,150093
Kyrgyzstan,2020-12-29,80654
Laos,2020-12-29,41
Latvia,2020-12-29,37676
Lebanon,2020-12-29,175118
Lesotho,2020-12-29,3005
Liberia,2020-12-29,1779
Libya,2020-12-29,99350
Liechtenstein,2020-12-29,2069
Lithuania,2020-12-29,135503
Luxembourg,2020-12-29,46088
MS Zaandam,2020-12-29,9
Madagascar,2020-12-29,17714
Malawi,2020-12-29,6388
Malaysia,2020-12-29,108615
Maldives,2020-12-29,13691
Mali,2020-12-29,6796
Malta,2020-12-29,12541
Marshall Islands,2020-12-29,4
Mauritania,2020-12-29,13989
Mauritius,2020-12-29,527
Mexico,2020-12-29,1401529
Micronesia,2020-12-29,0
Moldova,2020-12-29,142851
Monaco,2020-12-29,827
Mongolia,2020-12-29,1195
Montenegro,2020-12-29,47404
Morocco,2020-12-29,435189
Mozambique,2020-12-29,18372
Namibia,2020-12-29,22851
Nepal,2020-12-29,259548
Netherlands,2020-12-29,5373
Netherlands,2020-12-29,182
Netherlands,2020-12-29,4179
Netherlands,2020-12-29,1423
Netherlands,2020-12-29,777902
New Zealand,2020-12-29,0
New Zealand,2020-12-29,2151
Nicaragua,2020-12-29,6046
Niger,2020-12-29,3208
Nigeria,2020-12-29,85560
North Macedonia,2020-12-29,82301
Norway,2020-12-29,48278
Oman,2020-12-29,128633
Pakistan,2020-12-29,477240
Palau,2020-12-29,0
Panama,2020-12-29,238279
Papua New Guinea,2020-12-29,780
Paraguay,2020-12-29,106136
Peru,2020-12-29,1008908
Philippines,2020-12-29,471526
Poland,2020-12-29,1268634
Portugal,2020-12-29,400002
Qatar,2020-12-29,143428
Romania,2020-12-29,623066
Russia,2020-12-29,3073923
Rwanda,2020-12-29,8128
Saint Kitts and Nevis,2020-12-29,32
Saint Lucia,2020-12-29,331
Saint Vincent and the Grenadines,2020-12-29,113
Samoa,2020-12-29,2
San Marino,2020-12-29,2333
Sao Tome and Principe,2020-12-29,1014
Saudi Arabia,2020-12-29,362488
Senegal,2020-12-29,18806
Serbia,2020-12-29,331755
Seychelles,2020-12-29,217
Sierra Leone,2020-12-29,2569
Singapore,2020-12-29,58542
Slovakia,2020-12-29,170187
Slovenia,2020-12-29,117305
Solomon Islands,2020-12-29,17
Somalia,2020-12-29,4690
South Africa,2020-12-29,1021451
South Sudan,2020-12-29,3511
Spain,2020-12-29,1893502
Sri Lanka,2020-12-29,42056
Sudan,2020-12-29,25060
Summer Olympics 2020,2020-12-29,0
Suriname,2020-12-29,6098
Sweden,2020-12-29,428533
Switzerland,2020-12-29,442481
Syria,2020-12-29,11243
Taiwan*,2020-12-29,795
Tajikistan,2020-12-29,13265
Tanzania,2020-12-29,509
Thailand,2020-12-29,6690
Timor-Leste,2020-12-29,44
Togo,2020-12-29,3604
Trinidad and Tobago,2020-12-29,7127
Tunisia,2020-12-29,134802
Turkey,2020-12-29,2178580
US,2020-12-29,19630943
Uganda,2020-12-29,34281
Ukraine,2020-12-29,1068476
United Arab Emirates,2020-12-29,204369
United Kingdom,2020-12-29,13
United Kingdom,2020-12-29,595
United Kingdom,2020-12-29,86
United Kingdom,2020-12-29,326
United Kingdom,2020-12-29,3004
United Kingdom,2020-12-29,29
United Kingdom,2020-12-29,1793
United Kingdom,2020-12-29,374
United Kingdom,2020-12-29,13
United Kingdom,2020-12-29,4
United Kingdom,2020-12-29,865
United Kingdom,2020-12-29,2382865
Uruguay,2020-12-29,17962
Uzbekistan,2020-12-29,76907
Vanuatu,2020-12-29,1
Venezuela,2020-12-29,112861
Vietnam,2020-12-29,1454
West Bank and Gaza,2020-12-29,135459
Yemen,2020-12-29,2096
Zambia,2020-12-29,20177
Zimbabwe,2020-12-29,13325
Afghanistan,2020-12-30,51405
Albania,2020-12-30,57727
Algeria,2020-12-30,99311
Andorra,2020-12-30,7983
Angola,2020-12-30,17433
Antigua and Barbuda,2020-12-30,158
Argentina,2020-12-30,1613928
Armenia,2020-12-30,158878
Australia,2020-12-30,118
Australia,2020-12-30,4923
Australia,2020-12-30,74
Australia,2020-12-30,1253
Australia,2020-12-30,576
Australia,2020-12-30,234
Australia,2020-12-30,20368
Australia,2020-12-30,859
Austria,2020-12-30,357902
Azerbaijan,2020-12-30,217636
Bahamas,2020-12-30,7857
Bahrain,2020-12-30,92425
Bangladesh,2020-12-30,512496
Barbados,2020-12-30,372
Belarus,2020-12-30,192361
Belgium,2020-12-30,644242
Belize,2020-12-30,10724
Benin,2020-12-30,3251
Bhutan,2020-12-30,655
Bolivia,2020-12-30,158372
Bosnia and Herzegovina,2020-12-30,110985
Botswana,2020-12-30,14700
Brazil,2020-12-30,7619200
Brunei,2020-12-30,157
Bulgaria,2020-12-30,201220
Burkina Faso,2020-12-30,6631
Burma,2020-12-30,123740
Burundi,2020-12-30,809
Cabo Verde,2020-12-30,11793
Cambodia,2020-12-30,366
Cameroon,2020-12-30,26277
Canada,2020-12-30,100428
Canada,2020-12-30,51300
Canada,2020-12-30,0
Canada,2020-12-30,13
Canada,2020-12-30,24513
Canada,2020-12-30,596
Canada,2020-12-30,390
Canada,2020-12-30,24
Canada,2020-12-30,1483
Canada,2020-12-30,266
Canada,2020-12-30,183104
Canada,2020-12-30,94
Canada,2020-12-30,203129
Canada,2020-12-30,13
Canada,2020-12-30,15160
Canada,2020-12-30,60
Central African Republic,2020-12-30,4963
Chad,2020-12-30,2077
Chile,2020-12-30,606950
China,2020-12-30,993
China,2020-12-30,982
China,2020-12-30,590
China,2020-12-30,512
China,2020-12-30,182
China,2020-12-30,2044
China,2020-12-30,264
China,2020-12-30,147
China,2020-12-30,171
China,2020-12-30,373
China,2020-12-30,964
China,2020-12-30,1299
China,2020-12-30,8778
China,2020-12-30,68149
China,2020-12-30,1021
China,2020-12-30,364
China,2020-12-30,684
China,2020-12-30,935
China,2020-12-30,157
China,2020-12-30,347
China,2020-12-30,46
China,2020-12-30,75
China,2020-12-30,18
China,2020-12-30,506
China,2020-12-30,862
China,2020-12-30,1511
China,2020-12-30,224
China,2020-12-30,853
China,2020-12-30,309
China,2020-12-30,1
China,2020-12-30,0
China,2020-12-30,980
China,2020-12-30,229
China,2020-12-30,1306
Colombia,2020-12-30,1626461
Comoros,2020-12-30,765
Congo (Brazzaville),2020-12-30,6908
Congo (Kinshasa),2020-12-30,17376
Costa Rica,2020-12-30,168114
Cote d'Ivoire,2020-12-30,22366
Croatia,2020-12-30,208446
Cuba,2020-12-30,11687
Cyprus,2020-12-30,22019
Czechia,2020-12-30,701622
Denmark,2020-12-30,605
Denmark,2020-12-30,27
Denmark,2020-12-30,161230
Diamond Princess,2020-12-30,712
Djibouti,2020-12-30,5824
Dominica,2020-12-30,88
Dominican Republic,2020-12-30,169579
Ecuador,2020-12-30,211512
Egypt,2020-12-30,136644
El Salvador,2020-12-30,45960
Equatorial Guinea,2020-12-30,5264
Eritrea,2020-12-30,1252
Estonia,2020-12-30,27256
Eswatini,2020-12-30,9146
Ethiopia,2020-12-30,123856
Fiji,2020-12-30,49
Finland,2020-12-30,35858
France,2020-12-30,12896
France,2020-12-30,16851
France,2020-12-30,8620
France,2020-12-30,6072
France,2020-12-30,5890
France,2020-12-30,38
France,2020-12-30,8972
France,2020-12-30,184
France,2020-12-30,16
France,2020-12-30,961
France,2020-12-30,0
France,2020-12-30,2597124
Gabon,2020-12-30,9571
Gambia,2020-12-30,3797
Georgia,2020-12-30,225893
Germany,2020-12-30,1741153
Ghana,2020-12-30,54771
Greece,2020-12-30,137918
Grenada,2020-12-30,127
Guatemala,2020-12-30,137166
Guinea,2020-12-30,13707
Guinea-Bissau,2020-12-30,2452
Guyana,2020-12-30,6319
Haiti,2020-12-30,9999
Holy See,2020-12-30,27
Honduras,2020-12-30,120912
Hungary,2020-12-30,319543
Iceland,2020-12-30,5754
India,2020-12-30,10266674
Indonesia,2020-12-30,735124
Iran,2020-12-30,1218753
Iraq,2020-12-30,594442
Ireland,2020-12-30,90157
Israel,2020-12-30,416584
Italy,2020-12-30,2083689
Jamaica,2020-12-30,12793
Japan,2020-12-30,231271
Jordan,2020-12-30,293067
Kazakhstan,2020-12-30,200443
Kenya,2020-12-30,96251
Kiribati,2020-12-30,0
"Korea, South",2020-12-30,60740
Kosovo,2020-12-30,50910
Kuwait,2020-12-30,150298
Kyrgyzstan,2020-12-30,80843
Laos,2020-12-30,41
Latvia,2020-12-30,39043
Lebanon,2020-12-30,177996
Lesotho,2020-12-30,3094
Liberia,2020-12-30,1779
Libya,2020-12-30,99935
Liechtenstein,2020-12-30,2104
Lithuania,2020-12-30,139487
Luxembourg,2020-12-30,46415
MS Zaandam,2020-12-30,9
Madagascar,2020-12-30,17714
Malawi,2020-12-30,6471
Malaysia,2020-12-30,110485
Maldives,2020-12-30,13738
Mali,2020-12-30,7029
Malta,2020-12-30,12665
Marshall Islands,2020-12-30,4
Mauritania,2020-12-30,14191
Mauritius,2020-12-30,527
Mexico,2020-12-30,1413935
Micronesia,2020-12-30,0
Moldova,2020-12-30,143841
Monaco,2020-12-30,853
Mongolia,2020-12-30,1215
Montenegro,2020-12-30,47782
Morocco,2020-12-30,437332
Mozambique,2020-12-30,18485
Namibia,2020-12-30,23333
Nepal,2020-12-30,260059
Netherlands,2020-12-30,5442
Netherlands,2020-12-30,186
Netherlands,2020-12-30,4230
Netherlands,2020-12-30,1434
Netherlands,2020-12-30,787300
New Zealand,2020-12-30,0
New Zealand,2020-12-30,2162
Nicaragua,2020-12-30,6046
Niger,2020-12-30,3208
Nigeria,2020-12-30,86576
North Macedonia,2020-12-30,82794
Norway,2020-12-30,49010
Oman,2020-12-30,128719
Pakistan,2020-12-30,479715
Palau,2020-12-30,0
Panama,2020-12-30,242744
Papua New Guinea,2020-12-30,780
Paraguay,2020-12-30,106958
Peru,2020-12-30,1010496
Philippines,2020-12-30,472532
Poland,2020-12-30,1281414
Portugal,2020-12-30,406051
Qatar,2020-12-30,143621
Romania,2020-12-30,627941
Russia,2020-12-30,3100018
Rwanda,2020-12-30,8250
Saint Kitts and Nevis,2020-12-30,32
Saint Lucia,2020-12-30,340
Saint Vincent and the Grenadines,2020-12-30,115
Samoa,2020-12-30,2
San Marino,2020-12-30,2384
Sao Tome and Principe,2020-12-30,1014
Saudi Arabia,2020-12-30,362601
Senegal,2020-12-30,18945
Serbia,2020-12-30,334991
Seychelles,2020-12-30,256
Sierra Leone,2020-12-30,2583
Singapore,2020-12-30,58569
Slovakia,2020-12-30,173228
Slovenia,2020-12-30,119740
Solomon Islands,2020-12-30,17
Somalia,2020-12-30,4714
South Africa,2020-12-30,1039161
South Sudan,2020-12-30,3540
Spain,2020-12-30,1910218
Sri Lanka,2020-12-30,42702
Sudan,2020-12-30,25238
Summer Olympics 2020,2020-12-30,0
Suriname,2020-12-30,6181
Sweden,2020-12-30,437379
Switzerland,2020-12-30,447905
Syria,2020-12-30,11344
Taiwan*,2020-12-30,797
Tajikistan,2020-12-30,13296
Tanzania,2020-12-30,509
Thailand,2020-12-30,6884
Timor-Leste,2020-12-30,44
Togo,2020-12-30,3611
Trinidad and Tobago,2020-12-30,7132
Tunisia,2020-12-30,137216
Turkey,2020-12-30,2194272
US,2020-12-30,19864644
Uganda,2020-12-30,34677
Ukraine,2020-12-30,1076880
United Arab Emirates,2020-12-30,206092
United Kingdom,2020-12-30,13
United Kingdom,2020-12-30,595
United Kingdom,2020-12-30,86
United Kingdom,2020-12-30,330
United Kingdom,2020-12-30,3024
United Kingdom,2020-12-30,29
United Kingdom,2020-12-30,1973
United Kingdom,2020-12-30,377
United Kingdom,2020-12-30,13
United Kingdom,2020-12-30,4
United Kingdom,2020-12-30,874
United Kingdom,2020-12-30,2432888
Uruguay,2020-12-30,18480
